zcta,stab,border_dyad,segment_id,S_i,dist_km,d_ic
60081,IL,IA-IL,IA-IL_901,0,163.37204825612827,-163.37204825612827
60081,IL,IA-IL,IA-IL_902,0,163.37204825612827,-163.37204825612827
60130,IL,IA-IL,IA-IL_838,0,191.80386807979536,-191.80386807979536
60130,IL,IA-IL,IA-IL_839,0,191.80386807979536,-191.80386807979536
60188,IL,IA-IL,IA-IL_841,0,165.77425567597595,-165.77425567597595
60406,IL,IA-IL,IA-IL_803,0,205.9038366674129,-205.9038366674129
60015,IL,IA-IL,IA-IL_842,0,187.0690563489487,-187.0690563489487
60021,IL,IA-IL,IA-IL_842,0,159.36978231762285,-159.36978231762285
60044,IL,IA-IL,IA-IL_844,0,190.01273995116784,-190.01273995116784
60044,IL,IA-IL,IA-IL_845,0,190.01273995116784,-190.01273995116784
60076,IL,IA-IL,IA-IL_841,0,198.28405118385825,-198.28405118385825
60126,IL,IA-IL,IA-IL_841,0,181.35243441530125,-181.35243441530125
60151,IL,IA-IL,IA-IL_838,0,129.90348637802788,-129.90348637802788
60151,IL,IA-IL,IA-IL_839,0,129.90348637802788,-129.90348637802788
60181,IL,IA-IL,IA-IL_838,0,178.6956009200411,-178.6956009200411
60181,IL,IA-IL,IA-IL_839,0,178.6956009200411,-178.6956009200411
60435,IL,IA-IL,IA-IL_803,0,172.05065437132652,-172.05065437132652
60450,IL,IA-IL,IA-IL_766,0,152.67390851505758,-152.67390851505758
60501,IL,IA-IL,IA-IL_838,0,192.4125537714574,-192.4125537714574
60501,IL,IA-IL,IA-IL_839,0,192.4125537714574,-192.4125537714574
60538,IL,IA-IL,IA-IL_803,0,149.6708628259667,-149.6708628259667
60555,IL,IA-IL,IA-IL_838,0,161.9592278673872,-161.9592278673872
60555,IL,IA-IL,IA-IL_839,0,161.9592278673872,-161.9592278673872
60619,IL,IA-IL,IA-IL_838,0,210.85338489355496,-210.85338489355496
60619,IL,IA-IL,IA-IL_839,0,210.85338489355496,-210.85338489355496
60918,IL,IA-IL,IA-IL_653,0,222.44192603507116,-222.44192603507116
60918,IL,IA-IL,IA-IL_654,0,222.44192603507116,-222.44192603507116
60963,IL,IA-IL,IA-IL_653,0,262.92730561479624,-262.92730561479624
60963,IL,IA-IL,IA-IL_654,0,262.92730561479624,-262.92730561479624
61050,IL,IA-IL,IA-IL_905,0,50.2615387829429,-50.2615387829429
61085,IL,IA-IL,IA-IL_925,0,25.75021982800658,-25.75021982800658
61085,IL,IA-IL,IA-IL_926,0,25.75021982800658,-25.75021982800658
61262,IL,IA-IL,IA-IL_610,0,28.75611626696888,-28.75611626696888
61311,IL,IA-IL,IA-IL_653,0,137.46215982954448,-137.46215982954448
61311,IL,IA-IL,IA-IL_654,0,137.46215982954448,-137.46215982954448
61350,IL,IA-IL,IA-IL_766,0,119.6413814756716,-119.6413814756716
61369,IL,IA-IL,IA-IL_653,0,119.82139682143084,-119.82139682143084
61369,IL,IA-IL,IA-IL_654,0,119.82139682143084,-119.82139682143084
61417,IL,IA-IL,IA-IL_227,0,38.97339389926976,-38.97339389926976
61417,IL,IA-IL,IA-IL_228,0,38.97339389926976,-38.97339389926976
61436,IL,IA-IL,IA-IL_236,0,62.28027550008001,-62.28027550008001
61474,IL,IA-IL,IA-IL_227,0,51.91659111669165,-51.91659111669165
61474,IL,IA-IL,IA-IL_228,0,51.91659111669165,-51.91659111669165
61540,IL,IA-IL,IA-IL_653,0,103.04273489227477,-103.04273489227477
61540,IL,IA-IL,IA-IL_654,0,103.04273489227477,-103.04273489227477
60432,IL,IA-IL,IA-IL_803,0,179.24259893440842,-179.24259893440842
60464,IL,IA-IL,IA-IL_803,0,190.3690193166154,-190.3690193166154
60470,IL,IA-IL,IA-IL_766,0,146.64695951660735,-146.64695951660735
60482,IL,IA-IL,IA-IL_803,0,196.34379438723064,-196.34379438723064
60526,IL,IA-IL,IA-IL_838,0,186.8261795704933,-186.8261795704933
60526,IL,IA-IL,IA-IL_839,0,186.8261795704933,-186.8261795704933
60633,IL,IA-IL,IA-IL_803,0,215.7057414540912,-215.7057414540912
60651,IL,IA-IL,IA-IL_841,0,197.8134499142849,-197.8134499142849
60659,IL,IA-IL,IA-IL_841,0,200.1989367872377,-200.1989367872377
60929,IL,IA-IL,IA-IL_653,0,188.260859329452,-188.260859329452
60929,IL,IA-IL,IA-IL_654,0,188.260859329452,-188.260859329452
60961,IL,IA-IL,IA-IL_766,0,179.76765392854975,-179.76765392854975
61067,IL,IA-IL,IA-IL_902,0,60.24279198766693,-60.24279198766693
61067,IL,IA-IL,IA-IL_903,0,60.24279198766693,-60.24279198766693
61081,IL,IA-IL,IA-IL_803,0,35.102019168133275,-35.102019168133275
61201,IL,IA-IL,IA-IL_572,0,3.069989917561439,-3.069989917561439
61242,IL,IA-IL,IA-IL_713,0,2.8164336404626256,-2.8164336404626256
61242,IL,IA-IL,IA-IL_714,0,2.8164336404626256,-2.8164336404626256
61272,IL,IA-IL,IA-IL_348,0,7.049650022828457,-7.049650022828457
61272,IL,IA-IL,IA-IL_349,0,7.049650022828457,-7.049650022828457
61330,IL,IA-IL,IA-IL_766,0,80.67387871704513,-80.67387871704513
61364,IL,IA-IL,IA-IL_766,0,133.9596058974929,-133.9596058974929
61437,IL,IA-IL,IA-IL_202,0,4.653664040106347,-4.653664040106347
61465,IL,IA-IL,IA-IL_557,0,32.64787260212862,-32.64787260212862
61465,IL,IA-IL,IA-IL_558,0,32.64787260212862,-32.64787260212862
61477,IL,IA-IL,IA-IL_137,0,70.60221246399777,-70.60221246399777
61477,IL,IA-IL,IA-IL_138,0,70.60221246399777,-70.60221246399777
61491,IL,IA-IL,IA-IL_653,0,78.283496466907,-78.283496466907
61491,IL,IA-IL,IA-IL_654,0,78.283496466907,-78.283496466907
61554,IL,IA-IL,IA-IL_227,0,120.13713230257125,-120.13713230257125
61554,IL,IA-IL,IA-IL_228,0,120.13713230257125,-120.13713230257125
61604,IL,IA-IL,IA-IL_236,0,112.19441143674396,-112.19441143674396
61722,IL,IA-IL,IA-IL_653,0,193.69016392184736,-193.69016392184736
61722,IL,IA-IL,IA-IL_654,0,193.69016392184736,-193.69016392184736
61542,IL,IA-IL,IA-IL_137,0,88.94166757291137,-88.94166757291137
61542,IL,IA-IL,IA-IL_138,0,88.94166757291137,-88.94166757291137
61546,IL,IA-IL,IA-IL_227,0,110.79793837548785,-110.79793837548785
61546,IL,IA-IL,IA-IL_228,0,110.79793837548785,-110.79793837548785
61603,IL,IA-IL,IA-IL_653,0,117.07670464974044,-117.07670464974044
61603,IL,IA-IL,IA-IL_654,0,117.07670464974044,-117.07670464974044
61610,IL,IA-IL,IA-IL_228,0,118.45111179046566,-118.45111179046566
61610,IL,IA-IL,IA-IL_229,0,118.45111179046566,-118.45111179046566
61740,IL,IA-IL,IA-IL_653,0,145.85923202053516,-145.85923202053516
61740,IL,IA-IL,IA-IL_654,0,145.85923202053516,-145.85923202053516
61748,IL,IA-IL,IA-IL_653,0,156.84601529076744,-156.84601529076744
61748,IL,IA-IL,IA-IL_654,0,156.84601529076744,-156.84601529076744
61774,IL,IA-IL,IA-IL_227,0,157.7370846750603,-157.7370846750603
61774,IL,IA-IL,IA-IL_228,0,157.7370846750603,-157.7370846750603
61912,IL,IA-IL,IA-IL_137,0,290.6827976551186,-290.6827976551186
61912,IL,IA-IL,IA-IL_138,0,290.6827976551186,-290.6827976551186
61933,IL,IA-IL,IA-IL_137,0,298.5830432924971,-298.5830432924971
61933,IL,IA-IL,IA-IL_138,0,298.5830432924971,-298.5830432924971
62031,IL,IA-IL,IA-IL_010,0,160.01069538635412,-160.01069538635412
62031,IL,IA-IL,IA-IL_011,0,160.01069538635412,-160.01069538635412
62060,IL,IA-IL,IA-IL_010,0,218.67405585611223,-218.67405585611223
62060,IL,IA-IL,IA-IL_011,0,218.67405585611223,-218.67405585611223
62233,IL,IA-IL,IA-IL_010,0,306.5941013365887,-306.5941013365887
62233,IL,IA-IL,IA-IL_011,0,306.5941013365887,-306.5941013365887
62253,IL,IA-IL,IA-IL_013,0,253.15210833788203,-253.15210833788203
62294,IL,IA-IL,IA-IL_010,0,228.3221558293309,-228.3221558293309
62294,IL,IA-IL,IA-IL_011,0,228.3221558293309,-228.3221558293309
62355,IL,IA-IL,IA-IL_009,0,120.8593748612459,-120.8593748612459
62355,IL,IA-IL,IA-IL_010,0,120.8593748612459,-120.8593748612459
62366,IL,IA-IL,IA-IL_009,0,111.51681694598255,-111.51681694598255
62366,IL,IA-IL,IA-IL_010,0,111.51681694598255,-111.51681694598255
62447,IL,IA-IL,IA-IL_136,0,272.9350701072765,-272.9350701072765
62447,IL,IA-IL,IA-IL_137,0,272.9350701072765,-272.9350701072765
62556,IL,IA-IL,IA-IL_014,0,198.9869576773865,-198.9869576773865
62629,IL,IA-IL,IA-IL_014,0,161.25763120255502,-161.25763120255502
62681,IL,IA-IL,IA-IL_014,0,74.49431801705701,-74.49431801705701
62831,IL,IA-IL,IA-IL_013,0,304.1373859620064,-304.1373859620064
62895,IL,IA-IL,IA-IL_013,0,336.2965047376632,-336.2965047376632
62920,IL,IA-IL,IA-IL_010,0,367.5512656500693,-367.5512656500693
62920,IL,IA-IL,IA-IL_011,0,367.5512656500693,-367.5512656500693
62928,IL,IA-IL,IA-IL_011,0,405.7589087260694,-405.7589087260694
62928,IL,IA-IL,IA-IL_012,0,405.7589087260694,-405.7589087260694
62947,IL,IA-IL,IA-IL_013,0,405.717174883177,-405.717174883177
61742,IL,IA-IL,IA-IL_653,0,139.15943085074792,-139.15943085074792
61742,IL,IA-IL,IA-IL_654,0,139.15943085074792,-139.15943085074792
61755,IL,IA-IL,IA-IL_227,0,143.15117186862213,-143.15117186862213
61755,IL,IA-IL,IA-IL_228,0,143.15117186862213,-143.15117186862213
61817,IL,IA-IL,IA-IL_653,0,280.3053895309503,-280.3053895309503
61817,IL,IA-IL,IA-IL_654,0,280.3053895309503,-280.3053895309503
61820,IL,IA-IL,IA-IL_653,0,241.07261578332856,-241.07261578332856
61820,IL,IA-IL,IA-IL_654,0,241.07261578332856,-241.07261578332856
61852,IL,IA-IL,IA-IL_653,0,268.1397333848894,-268.1397333848894
61852,IL,IA-IL,IA-IL_654,0,268.1397333848894,-268.1397333848894
61872,IL,IA-IL,IA-IL_227,0,243.86003028388612,-243.86003028388612
61872,IL,IA-IL,IA-IL_228,0,243.86003028388612,-243.86003028388612
61910,IL,IA-IL,IA-IL_137,0,263.12916920755464,-263.12916920755464
61910,IL,IA-IL,IA-IL_138,0,263.12916920755464,-263.12916920755464
61944,IL,IA-IL,IA-IL_227,0,312.4851901591647,-312.4851901591647
61944,IL,IA-IL,IA-IL_228,0,312.4851901591647,-312.4851901591647
61956,IL,IA-IL,IA-IL_227,0,265.83222449061475,-265.83222449061475
61956,IL,IA-IL,IA-IL_228,0,265.83222449061475,-265.83222449061475
62040,IL,IA-IL,IA-IL_010,0,216.7642726634271,-216.7642726634271
62040,IL,IA-IL,IA-IL_011,0,216.7642726634271,-216.7642726634271
62088,IL,IA-IL,IA-IL_013,0,204.53258463639196,-204.53258463639196
62220,IL,IA-IL,IA-IL_010,0,245.3703482399016,-245.3703482399016
62220,IL,IA-IL,IA-IL_011,0,245.3703482399016,-245.3703482399016
62232,IL,IA-IL,IA-IL_010,0,228.97682262124368,-228.97682262124368
62232,IL,IA-IL,IA-IL_011,0,228.97682262124368,-228.97682262124368
62254,IL,IA-IL,IA-IL_010,0,239.6357654689025,-239.6357654689025
62254,IL,IA-IL,IA-IL_011,0,239.6357654689025,-239.6357654689025
62325,IL,IA-IL,IA-IL_010,0,41.655545237774994,-41.655545237774994
62325,IL,IA-IL,IA-IL_011,0,41.655545237774994,-41.655545237774994
62376,IL,IA-IL,IA-IL_001,0,29.538477969908666,-29.538477969908666
62425,IL,IA-IL,IA-IL_014,0,328.5852484048001,-328.5852484048001
62432,IL,IA-IL,IA-IL_136,0,305.6911001423182,-305.6911001423182
62432,IL,IA-IL,IA-IL_137,0,305.6911001423182,-305.6911001423182
62465,IL,IA-IL,IA-IL_136,0,257.29079132550385,-257.29079132550385
62465,IL,IA-IL,IA-IL_137,0,257.29079132550385,-257.29079132550385
62512,IL,IA-IL,IA-IL_227,0,171.62441016643868,-171.62441016643868
62512,IL,IA-IL,IA-IL_226,0,171.62441016643868,-171.62441016643868
62539,IL,IA-IL,IA-IL_137,0,181.7934531289951,-181.7934531289951
62539,IL,IA-IL,IA-IL_138,0,181.7934531289951,-181.7934531289951
62550,IL,IA-IL,IA-IL_136,0,215.467244972976,-215.467244972976
62550,IL,IA-IL,IA-IL_137,0,215.467244972976,-215.467244972976
62626,IL,IA-IL,IA-IL_013,0,177.21129368104195,-177.21129368104195
62688,IL,IA-IL,IA-IL_135,0,129.62036789486606,-129.62036789486606
62688,IL,IA-IL,IA-IL_136,0,129.62036789486606,-129.62036789486606
62998,IL,IA-IL,IA-IL_010,0,362.08322874172666,-362.08322874172666
62998,IL,IA-IL,IA-IL_011,0,362.08322874172666,-362.08322874172666
60012,IL,IA-IL,IA-IL_900,0,152.824975105061,-152.824975105061
60012,IL,IA-IL,IA-IL_901,0,152.824975105061,-152.824975105061
60013,IL,IA-IL,IA-IL_844,0,158.26659440977792,-158.26659440977792
60013,IL,IA-IL,IA-IL_845,0,158.26659440977792,-158.26659440977792
60020,IL,IA-IL,IA-IL_900,0,165.9946789887475,-165.9946789887475
60020,IL,IA-IL,IA-IL_901,0,165.9946789887475,-165.9946789887475
60041,IL,IA-IL,IA-IL_900,0,167.1428359880941,-167.1428359880941
60041,IL,IA-IL,IA-IL_901,0,167.1428359880941,-167.1428359880941
60093,IL,IA-IL,IA-IL_841,0,196.53912714624605,-196.53912714624605
60139,IL,IA-IL,IA-IL_841,0,170.04283050576194,-170.04283050576194
60163,IL,IA-IL,IA-IL_838,0,184.09355321627407,-184.09355321627407
60163,IL,IA-IL,IA-IL_839,0,184.09355321627407,-184.09355321627407
60180,IL,IA-IL,IA-IL_844,0,135.27029573229063,-135.27029573229063
60180,IL,IA-IL,IA-IL_845,0,135.27029573229063,-135.27029573229063
60424,IL,IA-IL,IA-IL_766,0,169.45823990158274,-169.45823990158274
60442,IL,IA-IL,IA-IL_766,0,189.5472607573465,-189.5472607573465
60458,IL,IA-IL,IA-IL_838,0,192.0276217429225,-192.0276217429225
60458,IL,IA-IL,IA-IL_839,0,192.0276217429225,-192.0276217429225
60484,IL,IA-IL,IA-IL_766,0,208.4691174486737,-208.4691174486737
60551,IL,IA-IL,IA-IL_766,0,127.29424809221658,-127.29424809221658
60559,IL,IA-IL,IA-IL_838,0,179.85852867258814,-179.85852867258814
60559,IL,IA-IL,IA-IL_839,0,179.85852867258814,-179.85852867258814
60615,IL,IA-IL,IA-IL_838,0,210.68746854882409,-210.68746854882409
60615,IL,IA-IL,IA-IL_839,0,210.68746854882409,-210.68746854882409
60621,IL,IA-IL,IA-IL_838,0,207.5455816384145,-207.5455816384145
60621,IL,IA-IL,IA-IL_839,0,207.5455816384145,-207.5455816384145
60629,IL,IA-IL,IA-IL_838,0,201.59636976216885,-201.59636976216885
60629,IL,IA-IL,IA-IL_839,0,201.59636976216885,-201.59636976216885
60646,IL,IA-IL,IA-IL_841,0,195.69188250427075,-195.69188250427075
60707,IL,IA-IL,IA-IL_841,0,192.21069991189515,-192.21069991189515
60931,IL,IA-IL,IA-IL_766,0,238.6096932301053,-238.6096932301053
61006,IL,IA-IL,IA-IL_803,0,78.05913947139028,-78.05913947139028
61047,IL,IA-IL,IA-IL_899,0,63.02564994395332,-63.02564994395332
61078,IL,IA-IL,IA-IL_900,0,35.91045210221162,-35.91045210221162
61078,IL,IA-IL,IA-IL_901,0,35.91045210221162,-35.91045210221162
62824,IL,IA-IL,IA-IL_013,0,322.0965191453984,-322.0965191453984
62853,IL,IA-IL,IA-IL_013,0,296.8294547773127,-296.8294547773127
62864,IL,IA-IL,IA-IL_013,0,312.9294670168319,-312.9294670168319
62878,IL,IA-IL,IA-IL_013,0,318.86991558076824,-318.86991558076824
62885,IL,IA-IL,IA-IL_013,0,260.87119018479984,-260.87119018479984
62898,IL,IA-IL,IA-IL_013,0,302.1894364251946,-302.1894364251946
62966,IL,IA-IL,IA-IL_010,0,341.1132800290902,-341.1132800290902
62966,IL,IA-IL,IA-IL_011,0,341.1132800290902,-341.1132800290902
62994,IL,IA-IL,IA-IL_010,0,328.1942202429248,-328.1942202429248
62994,IL,IA-IL,IA-IL_011,0,328.1942202429248,-328.1942202429248
60031,IL,IA-IL,IA-IL_900,0,184.37798962025383,-184.37798962025383
60031,IL,IA-IL,IA-IL_901,0,184.37798962025383,-184.37798962025383
60046,IL,IA-IL,IA-IL_900,0,175.46216329336147,-175.46216329336147
60046,IL,IA-IL,IA-IL_901,0,175.46216329336147,-175.46216329336147
60047,IL,IA-IL,IA-IL_842,0,173.50573866317131,-173.50573866317131
60071,IL,IA-IL,IA-IL_901,0,156.6847771099092,-156.6847771099092
60071,IL,IA-IL,IA-IL_902,0,156.6847771099092,-156.6847771099092
60102,IL,IA-IL,IA-IL_842,0,151.49882035732847,-151.49882035732847
60111,IL,IA-IL,IA-IL_841,0,107.66934604913446,-107.66934604913446
60146,IL,IA-IL,IA-IL_842,0,104.14179360589024,-104.14179360589024
60193,IL,IA-IL,IA-IL_841,0,168.18151563707198,-168.18151563707198
60425,IL,IA-IL,IA-IL_803,0,213.90141851397595,-213.90141851397595
60438,IL,IA-IL,IA-IL_803,0,218.2828112585572,-218.2828112585572
60452,IL,IA-IL,IA-IL_803,0,200.84692409052323,-200.84692409052323
60461,IL,IA-IL,IA-IL_803,0,207.984811418943,-207.984811418943
60511,IL,IA-IL,IA-IL_803,0,132.78895407211584,-132.78895407211584
60553,IL,IA-IL,IA-IL_803,0,93.23005217360414,-93.23005217360414
60607,IL,IA-IL,IA-IL_838,0,205.37200052691244,-205.37200052691244
60607,IL,IA-IL,IA-IL_839,0,205.37200052691244,-205.37200052691244
60639,IL,IA-IL,IA-IL_841,0,196.4519162296337,-196.4519162296337
61234,IL,IA-IL,IA-IL_653,0,39.92310011743447,-39.92310011743447
61234,IL,IA-IL,IA-IL_654,0,39.92310011743447,-39.92310011743447
61235,IL,IA-IL,IA-IL_653,0,33.82867895747961,-33.82867895747961
61235,IL,IA-IL,IA-IL_654,0,33.82867895747961,-33.82867895747961
61240,IL,IA-IL,IA-IL_610,0,11.07342711759542,-11.07342711759542
61281,IL,IA-IL,IA-IL_557,0,21.28366443774937,-21.28366443774937
61281,IL,IA-IL,IA-IL_558,0,21.28366443774937,-21.28366443774937
61335,IL,IA-IL,IA-IL_653,0,103.83315567335389,-103.83315567335389
61335,IL,IA-IL,IA-IL_654,0,103.83315567335389,-103.83315567335389
61349,IL,IA-IL,IA-IL_766,0,67.4513731990552,-67.4513731990552
61410,IL,IA-IL,IA-IL_228,0,48.60966203989192,-48.60966203989192
61450,IL,IA-IL,IA-IL_135,0,15.879374484016608,-15.879374484016608
61450,IL,IA-IL,IA-IL_136,0,15.879374484016608,-15.879374484016608
61451,IL,IA-IL,IA-IL_612,0,78.50833180032501,-78.50833180032501
61478,IL,IA-IL,IA-IL_227,0,25.230750212429783,-25.230750212429783
61478,IL,IA-IL,IA-IL_226,0,25.230750212429783,-25.230750212429783
61545,IL,IA-IL,IA-IL_653,0,115.22863408016444,-115.22863408016444
61545,IL,IA-IL,IA-IL_654,0,115.22863408016444,-115.22863408016444
61548,IL,IA-IL,IA-IL_653,0,116.59959181986495,-116.59959181986495
61548,IL,IA-IL,IA-IL_654,0,116.59959181986495,-116.59959181986495
61569,IL,IA-IL,IA-IL_228,0,93.68946270880669,-93.68946270880669
61606,IL,IA-IL,IA-IL_236,0,115.66874522135588,-115.66874522135588
61764,IL,IA-IL,IA-IL_653,0,163.11824851408466,-163.11824851408466
61764,IL,IA-IL,IA-IL_654,0,163.11824851408466,-163.11824851408466
61811,IL,IA-IL,IA-IL_653,0,269.4406316073583,-269.4406316073583
61811,IL,IA-IL,IA-IL_654,0,269.4406316073583,-269.4406316073583
61822,IL,IA-IL,IA-IL_653,0,235.47170113876012,-235.47170113876012
61822,IL,IA-IL,IA-IL_654,0,235.47170113876012,-235.47170113876012
61849,IL,IA-IL,IA-IL_653,0,266.2104595426854,-266.2104595426854
61849,IL,IA-IL,IA-IL_654,0,266.2104595426854,-266.2104595426854
62018,IL,IA-IL,IA-IL_010,0,199.0517413283699,-199.0517413283699
62018,IL,IA-IL,IA-IL_011,0,199.0517413283699,-199.0517413283699
62027,IL,IA-IL,IA-IL_010,0,145.7010044891116,-145.7010044891116
62027,IL,IA-IL,IA-IL_011,0,145.7010044891116,-145.7010044891116
62049,IL,IA-IL,IA-IL_013,0,213.905800801671,-213.905800801671
62062,IL,IA-IL,IA-IL_010,0,221.8617128428648,-221.8617128428648
62062,IL,IA-IL,IA-IL_011,0,221.8617128428648,-221.8617128428648
62214,IL,IA-IL,IA-IL_010,0,271.6036221253127,-271.6036221253127
62214,IL,IA-IL,IA-IL_011,0,271.6036221253127,-271.6036221253127
62240,IL,IA-IL,IA-IL_010,0,231.8000340684528,-231.8000340684528
62240,IL,IA-IL,IA-IL_011,0,231.8000340684528,-231.8000340684528
60714,IL,IA-IL,IA-IL_841,0,191.5505361275792,-191.5505361275792
60917,IL,IA-IL,IA-IL_766,0,185.72562140310325,-185.72562140310325
60924,IL,IA-IL,IA-IL_653,0,235.1221673022245,-235.1221673022245
60924,IL,IA-IL,IA-IL_654,0,235.1221673022245,-235.1221673022245
60940,IL,IA-IL,IA-IL_766,0,219.286133685843,-219.286133685843
60950,IL,IA-IL,IA-IL_766,0,200.1473365961915,-200.1473365961915
61011,IL,IA-IL,IA-IL_902,0,106.91449590441532,-106.91449590441532
61011,IL,IA-IL,IA-IL_903,0,106.91449590441532,-106.91449590441532
61044,IL,IA-IL,IA-IL_905,0,30.796139413743404,-30.796139413743404
61071,IL,IA-IL,IA-IL_766,0,40.77321797247135,-40.77321797247135
61109,IL,IA-IL,IA-IL_899,0,91.36872727349746,-91.36872727349746
61256,IL,IA-IL,IA-IL_633,0,0.9691899372570816,-0.9691899372570816
61284,IL,IA-IL,IA-IL_529,0,6.373852998584913,-6.373852998584913
61333,IL,IA-IL,IA-IL_653,0,138.20680704378267,-138.20680704378267
61333,IL,IA-IL,IA-IL_654,0,138.20680704378267,-138.20680704378267
61334,IL,IA-IL,IA-IL_653,0,114.4253490650674,-114.4253490650674
61334,IL,IA-IL,IA-IL_654,0,114.4253490650674,-114.4253490650674
61368,IL,IA-IL,IA-IL_653,0,77.46938623164317,-77.46938623164317
61368,IL,IA-IL,IA-IL_654,0,77.46938623164317,-77.46938623164317
61448,IL,IA-IL,IA-IL_249,0,59.17989716695692,-59.17989716695692
61448,IL,IA-IL,IA-IL_250,0,59.17989716695692,-59.17989716695692
61484,IL,IA-IL,IA-IL_136,0,70.90800743014928,-70.90800743014928
61484,IL,IA-IL,IA-IL_137,0,70.90800743014928,-70.90800743014928
61544,IL,IA-IL,IA-IL_227,0,65.41837516992321,-65.41837516992321
61544,IL,IA-IL,IA-IL_228,0,65.41837516992321,-65.41837516992321
61705,IL,IA-IL,IA-IL_653,0,168.75173412608115,-168.75173412608115
61705,IL,IA-IL,IA-IL_654,0,168.75173412608115,-168.75173412608115
61812,IL,IA-IL,IA-IL_653,0,253.2710797016023,-253.2710797016023
61812,IL,IA-IL,IA-IL_654,0,253.2710797016023,-253.2710797016023
61845,IL,IA-IL,IA-IL_653,0,211.6250869932977,-211.6250869932977
61845,IL,IA-IL,IA-IL_654,0,211.6250869932977,-211.6250869932977
61865,IL,IA-IL,IA-IL_653,0,256.4395050012824,-256.4395050012824
61865,IL,IA-IL,IA-IL_654,0,256.4395050012824,-256.4395050012824
61875,IL,IA-IL,IA-IL_653,0,231.0764311115622,-231.0764311115622
61875,IL,IA-IL,IA-IL_654,0,231.0764311115622,-231.0764311115622
61940,IL,IA-IL,IA-IL_653,0,291.3498920578562,-291.3498920578562
61940,IL,IA-IL,IA-IL_654,0,291.3498920578562,-291.3498920578562
62010,IL,IA-IL,IA-IL_010,0,199.8364210349037,-199.8364210349037
62010,IL,IA-IL,IA-IL_011,0,199.8364210349037,-199.8364210349037
62319,IL,IA-IL,IA-IL_014,0,60.66259855025921,-60.66259855025921
62330,IL,IA-IL,IA-IL_126,0,9.077425895893398,-9.077425895893398
62360,IL,IA-IL,IA-IL_001,0,64.25098563857779,-64.25098563857779
62380,IL,IA-IL,IA-IL_013,0,22.78818902108496,-22.78818902108496
62428,IL,IA-IL,IA-IL_136,0,298.3399471349753,-298.3399471349753
62428,IL,IA-IL,IA-IL_137,0,298.3399471349753,-298.3399471349753
62463,IL,IA-IL,IA-IL_136,0,264.8649091636604,-264.8649091636604
62463,IL,IA-IL,IA-IL_137,0,264.8649091636604,-264.8649091636604
62531,IL,IA-IL,IA-IL_135,0,185.52183011201788,-185.52183011201788
62531,IL,IA-IL,IA-IL_136,0,185.52183011201788,-185.52183011201788
62549,IL,IA-IL,IA-IL_137,0,215.46018123811265,-215.46018123811265
62549,IL,IA-IL,IA-IL_138,0,215.46018123811265,-215.46018123811265
62568,IL,IA-IL,IA-IL_135,0,198.6246834533736,-198.6246834533736
62568,IL,IA-IL,IA-IL_136,0,198.6246834533736,-198.6246834533736
62655,IL,IA-IL,IA-IL_136,0,110.45428342786386,-110.45428342786386
62655,IL,IA-IL,IA-IL_137,0,110.45428342786386,-110.45428342786386
62693,IL,IA-IL,IA-IL_136,0,156.8410204308988,-156.8410204308988
62693,IL,IA-IL,IA-IL_137,0,156.8410204308988,-156.8410204308988
62827,IL,IA-IL,IA-IL_013,0,378.7182465169303,-378.7182465169303
62877,IL,IA-IL,IA-IL_013,0,290.8638285103256,-290.8638285103256
62952,IL,IA-IL,IA-IL_010,0,376.2377188302849,-376.2377188302849
62952,IL,IA-IL,IA-IL_011,0,376.2377188302849,-376.2377188302849
62999,IL,IA-IL,IA-IL_011,0,343.5826241632511,-343.5826241632511
62999,IL,IA-IL,IA-IL_012,0,343.5826241632511,-343.5826241632511
60007,IL,IA-IL,IA-IL_841,0,176.17231498552178,-176.17231498552178
60008,IL,IA-IL,IA-IL_841,0,174.25414552416103,-174.25414552416103
60010,IL,IA-IL,IA-IL_842,0,163.1371190778227,-163.1371190778227
60026,IL,IA-IL,IA-IL_841,0,189.5164292761618,-189.5164292761618
60072,IL,IA-IL,IA-IL_900,0,155.55896109720675,-155.55896109720675
60072,IL,IA-IL,IA-IL_901,0,155.55896109720675,-155.55896109720675
60091,IL,IA-IL,IA-IL_841,0,199.1195616966813,-199.1195616966813
60129,IL,IA-IL,IA-IL_841,0,97.61593076252332,-97.61593076252332
60143,IL,IA-IL,IA-IL_841,0,174.4079756023725,-174.4079756023725
60191,IL,IA-IL,IA-IL_841,0,177.7157838397597,-177.7157838397597
62084,IL,IA-IL,IA-IL_010,0,206.45022336051983,-206.45022336051983
62084,IL,IA-IL,IA-IL_011,0,206.45022336051983,-206.45022336051983
62089,IL,IA-IL,IA-IL_013,0,214.4676564315212,-214.4676564315212
62091,IL,IA-IL,IA-IL_013,0,211.76171550959853,-211.76171550959853
62098,IL,IA-IL,IA-IL_013,0,145.1454504666758,-145.1454504666758
62203,IL,IA-IL,IA-IL_010,0,228.93993599639197,-228.93993599639197
62203,IL,IA-IL,IA-IL_011,0,228.93993599639197,-228.93993599639197
62221,IL,IA-IL,IA-IL_010,0,245.280809636968,-245.280809636968
62221,IL,IA-IL,IA-IL_011,0,245.280809636968,-245.280809636968
62262,IL,IA-IL,IA-IL_013,0,242.1644350091373,-242.1644350091373
62293,IL,IA-IL,IA-IL_011,0,244.76454677461768,-244.76454677461768
