zcta,stab,border_dyad,S_i,dist_km,d_ic
60513,IL,IL-WI,1,74.73327846098742,74.73327846098742
60543,IL,IL-WI,1,92.75362137540016,92.75362137540016
60456,IL,IL-WI,1,85.16928254859532,85.16928254859532
60459,IL,IL-WI,1,83.6105114276004,83.6105114276004
60514,IL,IL-WI,1,78.06715399199138,78.06715399199138
60481,IL,IL-WI,1,135.10874985901256,135.10874985901256
60460,IL,IL-WI,1,167.29422487708183,167.29422487708183
60517,IL,IL-WI,1,84.56046310385018,84.56046310385018
60518,IL,IL-WI,1,100.04728094568402,100.04728094568402
60519,IL,IL-WI,1,80.23164855733333,80.23164855733333
60521,IL,IL-WI,1,77.62640801277253,77.62640801277253
60545,IL,IL-WI,1,91.35806898961212,91.35806898961212
60549,IL,IL-WI,1,112.01261475263476,112.01261475263476
60491,IL,IL-WI,1,99.71333525633754,99.71333525633754
60552,IL,IL-WI,1,93.01968242248098,93.01968242248098
60554,IL,IL-WI,1,80.09640634210191,80.09640634210191
60465,IL,IL-WI,1,88.73271044634473,88.73271044634473
60525,IL,IL-WI,1,79.35789373284969,79.35789373284969
60504,IL,IL-WI,1,83.70259612575042,83.70259612575042
60505,IL,IL-WI,1,81.58061884877205,81.58061884877205
60502,IL,IL-WI,1,78.91378256905524,78.91378256905524
60503,IL,IL-WI,1,88.00956673817551,88.00956673817551
60557,IL,IL-WI,1,117.25470360944804,117.25470360944804
60558,IL,IL-WI,1,77.35897219885507,77.35897219885507
60466,IL,IL-WI,1,113.3368760904822,113.3368760904822
60467,IL,IL-WI,1,100.10497318786582,100.10497318786582
60527,IL,IL-WI,1,83.83534179913741,83.83534179913741
60530,IL,IL-WI,1,78.1878455533336,78.1878455533336
60531,IL,IL-WI,1,98.02046245215962,98.02046245215962
60560,IL,IL-WI,1,99.16535431694443,99.16535431694443
60561,IL,IL-WI,1,83.85601877625572,83.85601877625572
60451,IL,IL-WI,1,110.45225112319591,110.45225112319591
60532,IL,IL-WI,1,78.74793142430912,78.74793142430912
60468,IL,IL-WI,1,129.2576576170338,129.2576576170338
60469,IL,IL-WI,1,96.65628922519562,96.65628922519562
60471,IL,IL-WI,1,113.2722403095806,113.2722403095806
60536,IL,IL-WI,1,100.27013757515137,100.27013757515137
60611,IL,IL-WI,1,66.9850969293134,66.9850969293134
60586,IL,IL-WI,1,103.41629836379411,103.41629836379411
60608,IL,IL-WI,1,72.02096626934804,72.02096626934804
60612,IL,IL-WI,1,68.47978445997623,68.47978445997623
60620,IL,IL-WI,1,84.0997161085432,84.0997161085432
60601,IL,IL-WI,1,67.96711454751353,67.96711454751353
60602,IL,IL-WI,1,68.20899996853254,68.20899996853254
60603,IL,IL-WI,1,68.52019881322677,68.52019881322677
60604,IL,IL-WI,1,68.76032481136814,68.76032481136814
60614,IL,IL-WI,1,63.82147660426495,63.82147660426495
60605,IL,IL-WI,1,69.87857470777891,69.87857470777891
60606,IL,IL-WI,1,68.36441570202065,68.36441570202065
60622,IL,IL-WI,1,66.00554708653469,66.00554708653469
60631,IL,IL-WI,1,55.59700334323218,55.59700334323218
60632,IL,IL-WI,1,76.20184110270992,76.20184110270992
60616,IL,IL-WI,1,72.5225705721192,72.5225705721192
60624,IL,IL-WI,1,68.4810622641008,68.4810622641008
60610,IL,IL-WI,1,65.80380231337355,65.80380231337355
60626,IL,IL-WI,1,54.13527928576086,54.13527928576086
60617,IL,IL-WI,1,87.21210146034079,87.21210146034079
60634,IL,IL-WI,1,61.006750850486576,61.006750850486576
60636,IL,IL-WI,1,80.20068950650527,80.20068950650527
60609,IL,IL-WI,1,76.08206881799782,76.08206881799782
60618,IL,IL-WI,1,61.04237661675003,61.04237661675003
60628,IL,IL-WI,1,89.62983918754655,89.62983918754655
60630,IL,IL-WI,1,58.15740064761265,58.15740064761265
60637,IL,IL-WI,1,79.57723982114348,79.57723982114348
60657,IL,IL-WI,1,61.88784941931152,61.88784941931152
60942,IL,IL-WI,1,226.75737777580724,226.75737777580724
60945,IL,IL-WI,1,185.9246068100512,185.9246068100512
61012,IL,IL-WI,1,9.479668566734476,9.479668566734476
60951,IL,IL-WI,1,176.22208605739692,176.22208605739692
60952,IL,IL-WI,1,216.10474122619803,216.10474122619803
60660,IL,IL-WI,1,56.100658703430405,56.100658703430405
60712,IL,IL-WI,1,54.493732414416506,54.493732414416506
60661,IL,IL-WI,1,68.21106358561458,68.21106358561458
60706,IL,IL-WI,1,59.05959264244599,59.05959264244599
60643,IL,IL-WI,1,88.65042897189602,88.65042897189602
60827,IL,IL-WI,1,94.3219161884031,94.3219161884031
60973,IL,IL-WI,1,218.94376246089672,218.94376246089672
60901,IL,IL-WI,1,154.76841542128506,154.76841542128506
60954,IL,IL-WI,1,149.75098787590713,149.75098787590713
60955,IL,IL-WI,1,200.79288241217677,200.79288241217677
60644,IL,IL-WI,1,68.45498212272005,68.45498212272005
60645,IL,IL-WI,1,54.148566450614936,54.148566450614936
60910,IL,IL-WI,1,159.7189414423006,159.7189414423006
60911,IL,IL-WI,1,180.84205044542395,180.84205044542395
60957,IL,IL-WI,1,230.01047940532257,230.01047940532257
60958,IL,IL-WI,1,159.7603529125495,159.7603529125495
60959,IL,IL-WI,1,190.8706894510112,190.8706894510112
60649,IL,IL-WI,1,82.03684147630452,82.03684147630452
60647,IL,IL-WI,1,63.975020757327165,63.975020757327165
60934,IL,IL-WI,1,171.58107554091046,171.58107554091046
60912,IL,IL-WI,1,170.13178336970097,170.13178336970097
60919,IL,IL-WI,1,168.6529529476497,168.6529529476497
60960,IL,IL-WI,1,229.9088399360564,229.9088399360564
60803,IL,IL-WI,1,91.75145738661216,91.75145738661216
60913,IL,IL-WI,1,150.70584783033712,150.70584783033712
60914,IL,IL-WI,1,146.07152535743646,146.07152535743646
60915,IL,IL-WI,1,150.48653628235914,150.48653628235914
60962,IL,IL-WI,1,209.57573512548402,209.57573512548402
60964,IL,IL-WI,1,163.15583722752876,163.15583722752876
60920,IL,IL-WI,1,163.85061915999975,163.85061915999975
60922,IL,IL-WI,1,166.71314511657425,166.71314511657425
60926,IL,IL-WI,1,215.13994890562157,215.13994890562157
60969,IL,IL-WI,1,154.9050973538418,154.9050973538418
60927,IL,IL-WI,1,174.01789813912995,174.01789813912995
60928,IL,IL-WI,1,195.4469338957706,195.4469338957706
60970,IL,IL-WI,1,190.23252507962476,190.23252507962476
61001,IL,IL-WI,1,5.241889525807108,5.241889525807108
61015,IL,IL-WI,1,56.27938898159904,56.27938898159904
60804,IL,IL-WI,1,72.93568309533386,72.93568309533386
60930,IL,IL-WI,1,186.0426311537606,186.0426311537606
60932,IL,IL-WI,1,226.81699064788228,226.81699064788228
60933,IL,IL-WI,1,227.43003303370708,227.43003303370708
60974,IL,IL-WI,1,198.54863950164733,198.54863950164733
61007,IL,IL-WI,1,33.9522435306118,33.9522435306118
60936,IL,IL-WI,1,227.1933744525196,227.1933744525196
60656,IL,IL-WI,1,57.93112919201305,57.93112919201305
60652,IL,IL-WI,1,83.36285783033779,83.36285783033779
60948,IL,IL-WI,1,220.6235111484321,220.6235111484321
60938,IL,IL-WI,1,192.49806803505592,192.49806803505592
60638,IL,IL-WI,1,79.42633227907042,79.42633227907042
60653,IL,IL-WI,1,75.28231313633658,75.28231313633658
60654,IL,IL-WI,1,67.1959814642055,67.1959814642055
61008,IL,IL-WI,1,27.601628982066316,27.601628982066316
61252,IL,IL-WI,1,74.33170517644713,74.33170517644713
61013,IL,IL-WI,1,14.4270043088489,14.4270043088489
61014,IL,IL-WI,1,59.355873112147755,59.355873112147755
61049,IL,IL-WI,1,50.53222815708804,50.53222815708804
61052,IL,IL-WI,1,43.00429688917826,43.00429688917826
61053,IL,IL-WI,1,43.739119357558295,43.739119357558295
61091,IL,IL-WI,1,66.4359287037766,66.4359287037766
61057,IL,IL-WI,1,74.55569569026459,74.55569569026459
61064,IL,IL-WI,1,57.43405596760787,57.43405596760787
61059,IL,IL-WI,1,5.709074250038206,5.709074250038206
61030,IL,IL-WI,1,43.30087174124274,43.30087174124274
61061,IL,IL-WI,1,56.03274155064055,56.03274155064055
61063,IL,IL-WI,1,20.881190379934033,20.881190379934033
61101,IL,IL-WI,1,17.87549301285734,17.87549301285734
61019,IL,IL-WI,1,6.670099089845436,6.670099089845436
61065,IL,IL-WI,1,9.466506773034858,9.466506773034858
61111,IL,IL-WI,1,17.959807260929804,17.959807260929804
61068,IL,IL-WI,1,61.16730905308985,61.16730905308985
61112,IL,IL-WI,1,28.360235226779285,28.360235226779285
61114,IL,IL-WI,1,20.948727686179474,20.948727686179474
61115,IL,IL-WI,1,14.812189277025448,14.812189277025448
61070,IL,IL-WI,1,9.577915501994465,9.577915501994465
61021,IL,IL-WI,1,75.19111248323723,75.19111248323723
61230,IL,IL-WI,1,85.79492467253456,85.79492467253456
61231,IL,IL-WI,1,145.0960260293676,145.0960260293676
61025,IL,IL-WI,1,4.254085396382217,4.254085396382217
61027,IL,IL-WI,1,19.245825880008663,19.245825880008663
61028,IL,IL-WI,1,23.992062682789307,23.992062682789307
61072,IL,IL-WI,1,5.649248714273031,5.649248714273031
61102,IL,IL-WI,1,29.88350085465863,29.88350085465863
61241,IL,IL-WI,1,114.04249198876443,114.04249198876443
61031,IL,IL-WI,1,74.5368472331998,74.5368472331998
61051,IL,IL-WI,1,58.43116472973051,58.43116472973051
61073,IL,IL-WI,1,8.014524137663303,8.014524137663303
61103,IL,IL-WI,1,16.89419258066875,16.89419258066875
61236,IL,IL-WI,1,111.26184025865874,111.26184025865874
61074,IL,IL-WI,1,42.71311211861033,42.71311211861033
61075,IL,IL-WI,1,4.695228139167356,4.695228139167356
61077,IL,IL-WI,1,29.03273855560651,29.03273855560651
61079,IL,IL-WI,1,5.697112373751123,5.697112373751123
61104,IL,IL-WI,1,27.32824238710985,27.32824238710985
61238,IL,IL-WI,1,136.56337355107308,136.56337355107308
61239,IL,IL-WI,1,113.21895433825819,113.21895433825819
61032,IL,IL-WI,1,21.17389375536127,21.17389375536127
61036,IL,IL-WI,1,10.029035510014133,10.029035510014133
61084,IL,IL-WI,1,42.390107940528985,42.390107940528985
61087,IL,IL-WI,1,2.9341010001728938,2.9341010001728938
61244,IL,IL-WI,1,110.2398494625951,110.2398494625951
61037,IL,IL-WI,1,80.18728109368412,80.18728109368412
61038,IL,IL-WI,1,25.62062006861772,25.62062006861772
61041,IL,IL-WI,1,26.318627616501107,26.318627616501107
61080,IL,IL-WI,1,1.7904577183979162,1.7904577183979162
61107,IL,IL-WI,1,23.771733040782966,23.771733040782966
61251,IL,IL-WI,1,87.12390141203885,87.12390141203885
61042,IL,IL-WI,1,91.06197450915742,91.06197450915742
61043,IL,IL-WI,1,48.05938399524027,48.05938399524027
61322,IL,IL-WI,1,132.01958621802493,132.01958621802493
61323,IL,IL-WI,1,119.1145094231014,119.1145094231014
61324,IL,IL-WI,1,81.71994427805461,81.71994427805461
61427,IL,IL-WI,1,224.90601215237234,224.90601215237234
61432,IL,IL-WI,1,207.87358778838222,207.87358778838222
61372,IL,IL-WI,1,115.26579395523582,115.26579395523582
61373,IL,IL-WI,1,122.53179726902202,122.53179726902202
61374,IL,IL-WI,1,106.53990635343384,106.53990635343384
61353,IL,IL-WI,1,89.38470592371739,89.38470592371739
61376,IL,IL-WI,1,107.66194281019749,107.66194281019749
61329,IL,IL-WI,1,125.36061877714633,125.36061877714633
61331,IL,IL-WI,1,83.94516106335148,83.94516106335148
61332,IL,IL-WI,1,146.18594208843365,146.18594208843365
61377,IL,IL-WI,1,160.86110157325427,160.86110157325427
61336,IL,IL-WI,1,155.56738555313166,155.56738555313166
61265,IL,IL-WI,1,114.69104202870385,114.69104202870385
61270,IL,IL-WI,1,75.60443098892266,75.60443098892266
61379,IL,IL-WI,1,125.4848943315028,125.4848943315028
61337,IL,IL-WI,1,118.65768117474332,118.65768117474332
61338,IL,IL-WI,1,115.71442990179959,115.71442990179959
61274,IL,IL-WI,1,127.21159046034525,127.21159046034525
61275,IL,IL-WI,1,101.48737955953423,101.48737955953423
61340,IL,IL-WI,1,138.05061205000158,138.05061205000158
61341,IL,IL-WI,1,128.9906575418875,128.9906575418875
61345,IL,IL-WI,1,137.11148982886678,137.11148982886678
61273,IL,IL-WI,1,127.82650546866506,127.82650546866506
61342,IL,IL-WI,1,106.88183382096713,106.88183382096713
61344,IL,IL-WI,1,122.305034689382,122.305034689382
61276,IL,IL-WI,1,133.24500511411495,133.24500511411495
61277,IL,IL-WI,1,100.83974973320562,100.83974973320562
61358,IL,IL-WI,1,169.45899997628607,169.45899997628607
61346,IL,IL-WI,1,111.69678448190001,111.69678448190001
61348,IL,IL-WI,1,135.91729736302426,135.91729736302426
61278,IL,IL-WI,1,103.77809111237282,103.77809111237282
61279,IL,IL-WI,1,132.48574670264975,132.48574670264975
61359,IL,IL-WI,1,126.92847585616977,126.92847585616977
61361,IL,IL-WI,1,122.62910628042229,122.62910628042229
61412,IL,IL-WI,1,160.75649452618825,160.75649452618825
61414,IL,IL-WI,1,154.65031634529305,154.65031634529305
61313,IL,IL-WI,1,159.01030468173897,159.01030468173897
61283,IL,IL-WI,1,102.29565165507108,102.29565165507108
61360,IL,IL-WI,1,129.84115181187275,129.84115181187275
61421,IL,IL-WI,1,148.21644896245354,148.21644896245354
61285,IL,IL-WI,1,58.69871702134628,58.69871702134628
61301,IL,IL-WI,1,123.33797454904771,123.33797454904771
61415,IL,IL-WI,1,207.33454024142193,207.33454024142193
61416,IL,IL-WI,1,225.1423576107454,225.1423576107454
61312,IL,IL-WI,1,119.00265636657944,119.00265636657944
61418,IL,IL-WI,1,186.7984438559783,186.7984438559783
61254,IL,IL-WI,1,116.48465357392718,116.48465357392718
61257,IL,IL-WI,1,102.61187035556043,102.61187035556043
61258,IL,IL-WI,1,110.06156089891627,110.06156089891627
61260,IL,IL-WI,1,143.13979432689442,143.13979432689442
61315,IL,IL-WI,1,135.73953131917773,135.73953131917773
61316,IL,IL-WI,1,138.66759615925324,138.66759615925324
61317,IL,IL-WI,1,119.21555753178883,119.21555753178883
61362,IL,IL-WI,1,128.25921785818014,128.25921785818014
61363,IL,IL-WI,1,139.06753295507932,139.06753295507932
61419,IL,IL-WI,1,146.35626603436089,146.35626603436089
61261,IL,IL-WI,1,86.84911401817625,86.84911401817625
61318,IL,IL-WI,1,87.7192792787596,87.7192792787596
61263,IL,IL-WI,1,139.14366249752135,139.14366249752135
61328,IL,IL-WI,1,110.94266477390231,110.94266477390231
61326,IL,IL-WI,1,139.2901305449903,139.2901305449903
61319,IL,IL-WI,1,165.51047701590338,165.51047701590338
61320,IL,IL-WI,1,127.75056118313582,127.75056118313582
61367,IL,IL-WI,1,97.52689065019386,97.52689065019386
61264,IL,IL-WI,1,124.18556083248617,124.18556083248617
61370,IL,IL-WI,1,144.05049986324514,144.05049986324514
61543,IL,IL-WI,1,233.18529860426466,233.18529860426466
61459,IL,IL-WI,1,224.04836143457234,224.04836143457234
61460,IL,IL-WI,1,200.53021572170238,200.53021572170238
61423,IL,IL-WI,1,181.4763679312571,181.4763679312571
61424,IL,IL-WI,1,159.65054432731662,159.65054432731662
61425,IL,IL-WI,1,198.14755220773887,198.14755220773887
61473,IL,IL-WI,1,201.32563856664285,201.32563856664285
61469,IL,IL-WI,1,174.37636872860023,174.37636872860023
61550,IL,IL-WI,1,211.53697507132048,211.53697507132048
61426,IL,IL-WI,1,155.0150758909976,155.0150758909976
61466,IL,IL-WI,1,156.211407360686,156.211407360686
61467,IL,IL-WI,1,160.69122554579957,160.69122554579957
61468,IL,IL-WI,1,139.89053164067715,139.89053164067715
61524,IL,IL-WI,1,225.54221557687538,225.54221557687538
61552,IL,IL-WI,1,188.0812396796626,188.0812396796626
61428,IL,IL-WI,1,176.26754300763577,176.26754300763577
61430,IL,IL-WI,1,174.9386535597761,174.9386535597761
61471,IL,IL-WI,1,203.3984619294033,203.3984619294033
61472,IL,IL-WI,1,157.04923719296687,157.04923719296687
61528,IL,IL-WI,1,193.53522725750486,193.53522725750486
61553,IL,IL-WI,1,210.95122759501155,210.95122759501155
61433,IL,IL-WI,1,218.28041430201475,218.28041430201475
61525,IL,IL-WI,1,185.36769510612632,185.36769510612632
61526,IL,IL-WI,1,176.15377726562104,176.15377726562104
61529,IL,IL-WI,1,193.01456310868272,193.01456310868272
61434,IL,IL-WI,1,149.14853552463268,149.14853552463268
61435,IL,IL-WI,1,169.18156328498586,169.18156328498586
61476,IL,IL-WI,1,159.2569998233241,159.2569998233241
61447,IL,IL-WI,1,183.49471222540996,183.49471222540996
61454,IL,IL-WI,1,207.1435327437838,207.1435327437838
61479,IL,IL-WI,1,168.02372211389198,168.02372211389198
61530,IL,IL-WI,1,199.92816456333333,199.92816456333333
61532,IL,IL-WI,1,241.41763368963302,241.41763368963302
61439,IL,IL-WI,1,165.36035239757462,165.36035239757462
61440,IL,IL-WI,1,246.21747874318964,246.21747874318964
61480,IL,IL-WI,1,201.07109359714264,201.07109359714264
61483,IL,IL-WI,1,159.34690745197554,159.34690745197554
61533,IL,IL-WI,1,214.6808923152904,214.6808923152904
61441,IL,IL-WI,1,242.63784914338328,242.63784914338328
61489,IL,IL-WI,1,175.88840133983376,175.88840133983376
61501,IL,IL-WI,1,255.12332889254077,255.12332889254077
61516,IL,IL-WI,1,183.6418571463193,183.6418571463193
61482,IL,IL-WI,1,236.52239590864755,236.52239590864755
61485,IL,IL-WI,1,166.84113850355308,166.84113850355308
61486,IL,IL-WI,1,146.737129509179,146.737129509179
61488,IL,IL-WI,1,165.2860968992225,165.2860968992225
61535,IL,IL-WI,1,214.40984404327708,214.40984404327708
61449,IL,IL-WI,1,158.47944812798198,158.47944812798198
61490,IL,IL-WI,1,148.21079352376128,148.21079352376128
61561,IL,IL-WI,1,189.2975564750498,189.2975564750498
61453,IL,IL-WI,1,167.55276500804865,167.55276500804865
61537,IL,IL-WI,1,154.96637851209636,154.96637851209636
61539,IL,IL-WI,1,218.40944938666908,218.40944938666908
61562,IL,IL-WI,1,181.33069822490364,181.33069822490364
61563,IL,IL-WI,1,225.36993177174276,225.36993177174276
61564,IL,IL-WI,1,224.41931411740194,224.41931411740194
61455,IL,IL-WI,1,231.42420633894028,231.42420633894028
61458,IL,IL-WI,1,193.32601088496165,193.32601088496165
61517,IL,IL-WI,1,188.29007820097658,188.29007820097658
61541,IL,IL-WI,1,169.7977711544802,169.7977711544802
61519,IL,IL-WI,1,228.6748125565724,228.6748125565724
61567,IL,IL-WI,1,241.1941914702488,241.1941914702488
61570,IL,IL-WI,1,176.72131354219903,176.72131354219903
61704,IL,IL-WI,1,226.5941354277971,226.5941354277971
61614,IL,IL-WI,1,195.17471815803478,195.17471815803478
61734,IL,IL-WI,1,238.09722886274773,238.09722886274773
61769,IL,IL-WI,1,180.54244322961162,180.54244322961162
61728,IL,IL-WI,1,214.76932886019674,214.76932886019674
61772,IL,IL-WI,1,236.1822135141749,236.1822135141749
61607,IL,IL-WI,1,209.90456322650675,209.90456322650675
61730,IL,IL-WI,1,219.29692896104527,219.29692896104527
61773,IL,IL-WI,1,215.14743218010295,215.14743218010295
61776,IL,IL-WI,1,215.01472584966643,215.01472584966643
61720,IL,IL-WI,1,217.3767007405438,217.3767007405438
61721,IL,IL-WI,1,240.0934485739699,240.0934485739699
61731,IL,IL-WI,1,210.62134438519044,210.62134438519044
61735,IL,IL-WI,1,255.92161947837135,255.92161947837135
61778,IL,IL-WI,1,254.13508815871523,254.13508815871523
61810,IL,IL-WI,1,289.18015961871856,289.18015961871856
61777,IL,IL-WI,1,251.94852097712283,251.94852097712283
61736,IL,IL-WI,1,233.7920449610185,233.7920449610185
61737,IL,IL-WI,1,227.82859201834933,227.82859201834933
61723,IL,IL-WI,1,250.34211884091317,250.34211884091317
61724,IL,IL-WI,1,241.82041472890845,241.82041472890845
61738,IL,IL-WI,1,195.48115104855674,195.48115104855674
61749,IL,IL-WI,1,269.12771253072566,269.12771253072566
61739,IL,IL-WI,1,197.09673597357371,197.09673597357371
61801,IL,IL-WI,1,267.04041599530086,267.04041599530086
61741,IL,IL-WI,1,194.0516759057273,194.0516759057273
61743,IL,IL-WI,1,180.58803283505713,180.58803283505713
61802,IL,IL-WI,1,265.5741570620864,265.5741570620864
61744,IL,IL-WI,1,195.73168209391469,195.73168209391469
61615,IL,IL-WI,1,192.7419435989201,192.7419435989201
61750,IL,IL-WI,1,265.27046116935736,265.27046116935736
61751,IL,IL-WI,1,255.61728817553328,255.61728817553328
61813,IL,IL-WI,1,289.4469134256632,289.4469134256632
61729,IL,IL-WI,1,209.24010846133513,209.24010846133513
61616,IL,IL-WI,1,196.44222370229804,196.44222370229804
61625,IL,IL-WI,1,202.0229007386943,202.0229007386943
61752,IL,IL-WI,1,241.18827907134718,241.18827907134718
61814,IL,IL-WI,1,253.09957270861875,253.09957270861875
61815,IL,IL-WI,1,266.8306256820471,266.8306256820471
61571,IL,IL-WI,1,200.92262092872107,200.92262092872107
61572,IL,IL-WI,1,191.23623416742313,191.23623416742313
61754,IL,IL-WI,1,242.68518845741664,242.68518845741664
61818,IL,IL-WI,1,291.9175734375498,291.9175734375498
61602,IL,IL-WI,1,203.98636897080675,203.98636897080675
61756,IL,IL-WI,1,275.51516613103774,275.51516613103774
61759,IL,IL-WI,1,231.00175584629088,231.00175584629088
61761,IL,IL-WI,1,220.40302173889248,220.40302173889248
61917,IL,IL-WI,1,310.69920383718807,310.69920383718807
61919,IL,IL-WI,1,304.1212248847634,304.1212248847634
61943,IL,IL-WI,1,317.2918104642415,317.2918104642415
62006,IL,IL-WI,1,385.6260067970529,385.6260067970529
62012,IL,IL-WI,1,388.0802366302136,388.0802366302136
62894,IL,IL-WI,1,480.0008809615755,480.0008809615755
61854,IL,IL-WI,1,256.12182281810595,256.12182281810595
61855,IL,IL-WI,1,287.56110839999656,287.56110839999656
61821,IL,IL-WI,1,266.88539152797347,266.88539152797347
61857,IL,IL-WI,1,265.66516175803486,265.66516175803486
61831,IL,IL-WI,1,253.58030437942116,253.58030437942116
61863,IL,IL-WI,1,289.81170542103536,289.81170542103536
61924,IL,IL-WI,1,302.2874886706329,302.2874886706329
61833,IL,IL-WI,1,267.94126272049317,267.94126272049317
61830,IL,IL-WI,1,277.71284861429353,277.71284861429353
61864,IL,IL-WI,1,281.591771744996,281.591771744996
61920,IL,IL-WI,1,334.8897228329383,334.8897228329383
61949,IL,IL-WI,1,317.3407740473849,317.3407740473849
61870,IL,IL-WI,1,289.9058926234862,289.9058926234862
61873,IL,IL-WI,1,263.5334030941917,263.5334030941917
61880,IL,IL-WI,1,282.0818236428403,282.0818236428403
61878,IL,IL-WI,1,252.4980366680055,252.4980366680055
62001,IL,IL-WI,1,405.9702877952732,405.9702877952732
61866,IL,IL-WI,1,244.4295497057598,244.4295497057598
61951,IL,IL-WI,1,325.08752421464413,325.08752421464413
61871,IL,IL-WI,1,257.8246624321583,257.8246624321583
61925,IL,IL-WI,1,309.8481100897212,309.8481100897212
61953,IL,IL-WI,1,301.88248596996993,301.88248596996993
61955,IL,IL-WI,1,325.95518459337325,325.95518459337325
61832,IL,IL-WI,1,264.2841481737386,264.2841481737386
61930,IL,IL-WI,1,315.2856513730574,315.2856513730574
61931,IL,IL-WI,1,325.1056505299203,325.1056505299203
61957,IL,IL-WI,1,341.9939592085096,341.9939592085096
61932,IL,IL-WI,1,301.44710709063924,301.44710709063924
61834,IL,IL-WI,1,260.6566907646658,260.6566907646658
61874,IL,IL-WI,1,273.58903004356796,273.58903004356796
61876,IL,IL-WI,1,289.5511060973813,289.5511060973813
61936,IL,IL-WI,1,301.02161689662034,301.02161689662034
61937,IL,IL-WI,1,308.36743283450517,308.36743283450517
61840,IL,IL-WI,1,246.01381868556933,246.01381868556933
61841,IL,IL-WI,1,275.82521151700416,275.82521151700416
61877,IL,IL-WI,1,279.9486036017891,279.9486036017891
61842,IL,IL-WI,1,252.3282524841665,252.3282524841665
61843,IL,IL-WI,1,243.83992441378265,243.83992441378265
61882,IL,IL-WI,1,266.3975781349067,266.3975781349067
61913,IL,IL-WI,1,298.67995870894174,298.67995870894174
61883,IL,IL-WI,1,275.1424984195691,275.1424984195691
61884,IL,IL-WI,1,269.04217105630545,269.04217105630545
61911,IL,IL-WI,1,312.3603234614687,312.3603234614687
62021,IL,IL-WI,1,395.0254453624322,395.0254453624322
61846,IL,IL-WI,1,281.75105199611966,281.75105199611966
61847,IL,IL-WI,1,244.38327401342502,244.38327401342502
61848,IL,IL-WI,1,244.65407166353094,244.65407166353094
61862,IL,IL-WI,1,245.06558402076814,245.06558402076814
61850,IL,IL-WI,1,286.7869852836495,286.7869852836495
61941,IL,IL-WI,1,301.22803058325695,301.22803058325695
61942,IL,IL-WI,1,299.99205851712327,299.99205851712327
62002,IL,IL-WI,1,399.5415187498,399.5415187498
61851,IL,IL-WI,1,283.15279861083843,283.15279861083843
61914,IL,IL-WI,1,319.9463588905809,319.9463588905809
62081,IL,IL-WI,1,363.30413648764784,363.30413648764784
62886,IL,IL-WI,1,461.3997423198233,461.3997423198233
62888,IL,IL-WI,1,489.5238140441463,489.5238140441463
62087,IL,IL-WI,1,413.10441282974807,413.10441282974807
62093,IL,IL-WI,1,384.8629038569168,384.8629038569168
62889,IL,IL-WI,1,451.54234391694195,451.54234391694195
62204,IL,IL-WI,1,434.1448228503068,434.1448228503068
62206,IL,IL-WI,1,441.21778483828336,441.21778483828336
62279,IL,IL-WI,1,489.40247518356455,489.40247518356455
62289,IL,IL-WI,1,437.5647145431854,437.5647145431854
62219,IL,IL-WI,1,436.38609210566284,436.38609210566284
62225,IL,IL-WI,1,444.0351536098533,444.0351536098533
62077,IL,IL-WI,1,388.5636170403382,388.5636170403382
62359,IL,IL-WI,1,281.1286362254177,281.1286362254177
62884,IL,IL-WI,1,493.9768061729782,493.9768061729782
62079,IL,IL-WI,1,379.96726307938087,379.96726307938087
62234,IL,IL-WI,1,428.1784891592832,428.1784891592832
62236,IL,IL-WI,1,456.1949543366098,456.1949543366098
62238,IL,IL-WI,1,499.13055946447236,499.13055946447236
62336,IL,IL-WI,1,232.60269737325095,232.60269737325095
62339,IL,IL-WI,1,268.3989095644786,268.3989095644786
62340,IL,IL-WI,1,311.9081952880355,311.9081952880355
62341,IL,IL-WI,1,239.4938246742736,239.4938246742736
62343,IL,IL-WI,1,318.04667222141205,318.04667222141205
62448,IL,IL-WI,1,395.0339433285697,395.0339433285697
62063,IL,IL-WI,1,370.60397472248013,370.60397472248013
62074,IL,IL-WI,1,397.2729063323296,397.2729063323296
62245,IL,IL-WI,1,442.818888054842,442.818888054842
62246,IL,IL-WI,1,404.46347279631055,404.46347279631055
62356,IL,IL-WI,1,327.593311767649,327.593311767649
62358,IL,IL-WI,1,221.2358349599915,221.2358349599915
62354,IL,IL-WI,1,229.67150758848774,229.67150758848774
62344,IL,IL-WI,1,261.0629765124263,261.0629765124263
62346,IL,IL-WI,1,265.7922399457458,265.7922399457458
62014,IL,IL-WI,1,387.71325803079185,387.71325803079185
62015,IL,IL-WI,1,367.4374651222944,367.4374651222944
62016,IL,IL-WI,1,359.6076979674266,359.6076979674266
62017,IL,IL-WI,1,384.42308826211115,384.42308826211115
62076,IL,IL-WI,1,353.33619953219693,353.33619953219693
62080,IL,IL-WI,1,375.6849164856264,375.6849164856264
62083,IL,IL-WI,1,352.2573245811659,352.2573245811659
62248,IL,IL-WI,1,470.41274781931867,470.41274781931867
62255,IL,IL-WI,1,469.5780484177605,469.5780484177605
62258,IL,IL-WI,1,453.023616899317,453.023616899317
62261,IL,IL-WI,1,503.2877397064821,503.2877397064821
62257,IL,IL-WI,1,473.073355137853,473.073355137853
62347,IL,IL-WI,1,298.0779658681979,298.0779658681979
62348,IL,IL-WI,1,266.6430756488977,266.6430756488977
