ZCTA,year,Real_GDP_per_capita_ZCTA,Unemployment_Rate_ZCTA
12913,2023,45934.096576224045,3.53112
12913,2024,48080.29438115464,3.54668
12913,2025,48080.29438115464,3.54668
12913,2026,48080.29438115464,3.54668
12914,2012,38899.45284982029,9.780429999999999
12914,2013,39475.93343878124,9.134469999999999
12914,2014,38716.21963309513,7.35745
12914,2015,38402.46859535677,6.59192
12914,2016,38989.14866757465,5.8804300000000005
12914,2017,39749.17545206422,6.134469999999999
12914,2018,39434.99914647618,5.22298
12914,2019,40490.52608823591,4.84596
12914,2020,39787.7614298125,8.14255
12914,2021,41598.12892201678,4.92298
12914,2022,43821.16671677685,3.7459599999999997
12914,2023,44551.308854235926,3.7689399999999997
12914,2024,45397.65604769083,3.89192
12914,2025,45397.65604769083,3.89192
12914,2026,45397.65604769083,3.89192
12915,2012,38641.76978024123,9.7
12915,2013,39125.458620074176,9.1
12915,2014,38096.23297247633,7.3
12915,2015,37897.83200032479,6.5
12915,2016,38464.1270994832,5.8
12915,2017,39152.2506982093,6.1
12915,2018,38985.05114083399,5.2
12915,2019,40146.58164332009,4.8
12915,2020,39316.45783948527,8.2
12915,2021,41334.03850674188,4.9
12915,2022,43697.77739190832,3.7
12915,2023,44310.03111764197,3.7
12915,2024,44994.79675487406,3.8
12915,2025,44994.79675487406,3.8
12915,2026,44994.79675487406,3.8
12916,2012,38641.76978024123,9.7
12916,2013,39125.458620074176,9.1
12916,2014,38096.23297247633,7.3
12916,2015,37897.83200032479,6.5
12916,2016,38464.1270994832,5.8
12916,2017,39152.2506982093,6.1
12916,2018,38985.05114083399,5.2
12916,2019,40146.58164332009,4.8
12916,2020,39316.45783948527,8.2
12916,2021,41334.03850674188,4.9
12916,2022,43697.77739190832,3.7
12916,2023,44310.03111764197,3.7
12916,2024,44994.79675487406,3.8
12916,2025,44994.79675487406,3.8
12916,2026,44994.79675487406,3.8
12917,2012,38641.76978024123,9.7
12917,2013,39125.458620074176,9.1
12917,2014,38096.23297247633,7.3
12917,2015,37897.83200032479,6.5
12917,2016,38464.1270994832,5.8
12917,2017,39152.2506982093,6.1
12917,2018,38985.05114083399,5.2
12917,2019,40146.58164332009,4.8
12917,2020,39316.45783948527,8.2
12917,2021,41334.03850674188,4.9
12917,2022,43697.77739190832,3.7
12917,2023,44310.03111764197,3.7
12917,2024,44994.79675487406,3.8
12917,2025,44994.79675487406,3.8
12917,2026,44994.79675487406,3.8
12918,2012,46006.82861163801,9.6
12918,2013,46733.9581212203,8.5
12918,2014,46346.7619187902,6.6
12918,2015,47561.74124176205,5.8
12918,2016,47319.2425259077,5.4
12918,2017,46805.614183199665,5.2
12918,2018,45833.30232327367,4.3
12918,2019,45924.89495798319,4.2
12918,2020,44388.1829015869,7.8
12918,2021,45441.9625908021,4.7
12918,2022,46735.527969427276,3.4
12918,2023,47570.65084806697,3.4
12918,2024,48538.968293716534,3.7
12918,2025,48538.968293716534,3.7
12918,2026,48538.968293716534,3.7
12919,2012,46006.82861163801,9.6
12919,2013,46733.9581212203,8.5
12919,2014,46346.7619187902,6.6
12919,2015,47561.74124176205,5.8
12919,2016,47319.2425259077,5.4
12919,2017,46805.614183199665,5.2
12919,2018,45833.30232327367,4.3
12919,2019,45924.89495798319,4.2
12919,2020,44388.1829015869,7.8
12919,2021,45441.9625908021,4.7
12919,2022,46735.527969427276,3.4
12919,2023,47570.65084806697,3.4
12919,2024,48538.968293716534,3.7
12919,2025,48538.968293716534,3.7
12919,2026,48538.968293716534,3.7
12920,2012,39001.921157096534,9.69511
12920,2013,39497.51424568021,9.070659999999998
12920,2014,38499.683837951074,7.265769999999999
12920,2015,38370.39716223108,6.46577
12920,2016,38897.142243835355,5.78044
12920,2017,39526.500172625325,6.055989999999999
12920,2018,39319.93062365529,5.15599
12920,2019,40429.141164407105,4.7706599999999995
12920,2020,39564.46519502204,8.180439999999999
12920,2021,41534.91599445243,4.89022
12920,2022,43846.323395149,3.68533
12920,2023,44469.47542245975,3.68533
12920,2024,45168.10674312346,3.7951099999999998
12920,2025,45168.10674312346,3.7951099999999998
12920,2026,45168.10674312346,3.7951099999999998
12921,2012,46006.82861163801,9.6
12921,2013,46733.9581212203,8.5
12921,2014,46346.7619187902,6.6
12921,2015,47561.74124176205,5.8
12921,2016,47319.2425259077,5.4
12921,2017,46805.614183199665,5.2
12921,2018,45833.30232327367,4.3
12921,2019,45924.89495798319,4.2
12921,2020,44388.1829015869,7.8
12921,2021,45441.9625908021,4.7
12921,2022,46735.527969427276,3.4
12921,2023,47570.65084806697,3.4
12921,2024,48538.968293716534,3.7
12921,2025,48538.968293716534,3.7
12921,2026,48538.968293716534,3.7
12922,2012,40884.44227440188,10.4
12922,2013,42175.718138847595,9.4
12922,2014,43492.11339561637,7.8
12922,2015,42289.795403562195,7.3
12922,2016,43033.50541185436,6.5
12922,2017,44347.41826874823,6.4
12922,2018,42901.04770865113,5.4
12922,2019,43140.00588105565,5.2
12922,2020,43418.316763133844,7.7
12922,2021,43632.4755413363,5.1
12922,2022,44771.66185551601,4.1
12922,2023,46409.92438651888,4.3
12922,2024,48500.96988643854,4.6
12922,2025,48500.96988643854,4.6
12922,2026,48500.96988643854,4.6
12923,2012,46006.82861163801,9.6
12923,2013,46733.9581212203,8.5
12923,2014,46346.7619187902,6.6
12923,2015,47561.74124176205,5.8
12923,2016,47319.2425259077,5.4
12923,2017,46805.614183199665,5.2
12923,2018,45833.30232327367,4.3
12923,2019,45924.89495798319,4.2
12923,2020,44388.1829015869,7.8
12923,2021,45441.9625908021,4.7
12923,2022,46735.527969427276,3.4
12923,2023,47570.65084806697,3.4
12923,2024,48538.968293716534,3.7
12923,2025,48538.968293716534,3.7
12923,2026,48538.968293716534,3.7
12924,2012,46006.82861163801,9.6
12924,2013,46733.9581212203,8.5
12924,2014,46346.7619187902,6.6
12924,2015,47561.74124176205,5.8
12924,2016,47319.2425259077,5.4
12924,2017,46805.614183199665,5.2
12924,2018,45833.30232327367,4.3
12924,2019,45924.89495798319,4.2
12924,2020,44388.1829015869,7.8
12924,2021,45441.9625908021,4.7
12924,2022,46735.527969427276,3.4
12924,2023,47570.65084806697,3.4
12924,2024,48538.968293716534,3.7
12924,2025,48538.968293716534,3.7
12924,2026,48538.968293716534,3.7
12926,2012,38641.76978024123,9.7
12926,2013,39125.458620074176,9.1
12926,2014,38096.23297247633,7.3
12926,2015,37897.83200032479,6.5
12926,2016,38464.1270994832,5.8
12926,2017,39152.2506982093,6.1
12926,2018,38985.05114083399,5.2
12926,2019,40146.58164332009,4.8
12926,2020,39316.45783948527,8.2
12926,2021,41334.03850674188,4.9
12926,2022,43697.77739190832,3.7
12926,2023,44310.03111764197,3.7
12926,2024,44994.79675487406,3.8
12926,2025,44994.79675487406,3.8
12926,2026,44994.79675487406,3.8
12927,2012,40884.44227440188,10.4
12927,2013,42175.718138847595,9.4
12927,2014,43492.11339561637,7.8
12927,2015,42289.795403562195,7.3
12927,2016,43033.50541185436,6.5
12927,2017,44347.41826874823,6.4
12927,2018,42901.04770865113,5.4
12927,2019,43140.00588105565,5.2
12927,2020,43418.316763133844,7.7
12927,2021,43632.4755413363,5.1
12927,2022,44771.66185551601,4.1
12927,2023,46409.92438651888,4.3
12927,2024,48500.96988643854,4.6
12927,2025,48500.96988643854,4.6
12927,2026,48500.96988643854,4.6
12928,2012,42574.84799507427,9.7
12928,2013,43832.52464770557,8.5
12928,2014,42849.00418062372,6.9
12928,2015,42054.51260702223,6.0
12928,2016,42896.8833153305,5.3
12928,2017,41877.27693324521,5.3
12928,2018,42498.27384746123,4.7
12928,2019,43378.718964041094,4.4
12928,2020,42828.17528427376,7.7
12928,2021,45697.900445685445,4.7
12928,2022,45677.557899315,3.5
12928,2023,46233.36775736493,3.5
12928,2024,48648.867842368825,3.5
12928,2025,48648.867842368825,3.5
12928,2026,48648.867842368825,3.5
12929,2012,46006.82861163801,9.6
12929,2013,46733.9581212203,8.5
12929,2014,46346.7619187902,6.6
12929,2015,47561.74124176205,5.8
12929,2016,47319.2425259077,5.4
12929,2017,46805.614183199665,5.2
12929,2018,45833.30232327367,4.3
12929,2019,45924.89495798319,4.2
12929,2020,44388.1829015869,7.8
12929,2021,45441.9625908021,4.7
12929,2022,46735.527969427276,3.4
12929,2023,47570.65084806697,3.4
12929,2024,48538.968293716534,3.7
12929,2025,48538.968293716534,3.7
12929,2026,48538.968293716534,3.7
12930,2012,38708.37715331781,9.720790000000001
12930,2013,39216.05132778175,9.10891
12930,2014,38256.490621043595,7.31485
12930,2015,38028.27331340095,6.52376
12930,2016,38599.83763536062,5.820790000000001
12930,2017,39306.54717505431,6.10891
12930,2018,39101.35623889816,5.20594
12930,2019,40235.48634318084,4.81188
12930,2020,39438.28304951764,8.18515
12930,2021,41402.30208666934,4.90594
12930,2022,43729.67176047747,3.7118800000000007
12930,2023,44372.397947727615,3.7178200000000006
12930,2024,45098.93009688153,3.82376
12930,2025,45098.93009688153,3.82376
12930,2026,45098.93009688153,3.82376
12932,2012,42574.84799507427,9.7
12932,2013,43832.52464770557,8.5
12932,2014,42849.00418062372,6.9
12932,2015,42054.51260702223,6.0
12932,2016,42896.8833153305,5.3
12932,2017,41877.27693324521,5.3
12932,2018,42498.27384746123,4.7
12932,2019,43378.718964041094,4.4
12932,2020,42828.17528427376,7.7
12932,2021,45697.900445685445,4.7
12932,2022,45677.557899315,3.5
12932,2023,46233.36775736493,3.5
12932,2024,48648.867842368825,3.5
12932,2025,48648.867842368825,3.5
12932,2026,48648.867842368825,3.5
12933,2012,46006.82861163801,9.6
12933,2013,46733.9581212203,8.5
12933,2014,46346.7619187902,6.6
12933,2015,47561.74124176205,5.8
12933,2016,47319.2425259077,5.4
12933,2017,46805.614183199665,5.2
12933,2018,45833.30232327367,4.3
12933,2019,45924.89495798319,4.2
12933,2020,44388.1829015869,7.8
12933,2021,45441.9625908021,4.7
12933,2022,46735.527969427276,3.4
12933,2023,47570.65084806697,3.4
12933,2024,48538.968293716534,3.7
12933,2025,48538.968293716534,3.7
12933,2026,48538.968293716534,3.7
12934,2012,46006.82861163801,9.6
12934,2013,46733.9581212203,8.5
12934,2014,46346.7619187902,6.6
12934,2015,47561.74124176205,5.8
12934,2016,47319.2425259077,5.4
12934,2017,46805.614183199665,5.2
12934,2018,45833.30232327367,4.3
12934,2019,45924.89495798319,4.2
12934,2020,44388.1829015869,7.8
12934,2021,45441.9625908021,4.7
12934,2022,46735.527969427276,3.4
12934,2023,47570.65084806697,3.4
12934,2024,48538.968293716534,3.7
12934,2025,48538.968293716534,3.7
12934,2026,48538.968293716534,3.7
12935,2012,46006.82861163801,9.6
12935,2013,46733.9581212203,8.5
12935,2014,46346.7619187902,6.6
12935,2015,47561.74124176205,5.8
12935,2016,47319.2425259077,5.4
12935,2017,46805.614183199665,5.2
12935,2018,45833.30232327367,4.3
12935,2019,45924.89495798319,4.2
12935,2020,44388.1829015869,7.8
12935,2021,45441.9625908021,4.7
12935,2022,46735.527969427276,3.4
12935,2023,47570.65084806697,3.4
12935,2024,48538.968293716534,3.7
12935,2025,48538.968293716534,3.7
12935,2026,48538.968293716534,3.7
12936,2012,42574.84799507427,9.7
12936,2013,43832.52464770557,8.5
12936,2014,42849.00418062372,6.9
12936,2015,42054.51260702223,6.0
12936,2016,42896.8833153305,5.3
12936,2017,41877.27693324521,5.3
12936,2018,42498.27384746123,4.7
12936,2019,43378.718964041094,4.4
12936,2020,42828.17528427376,7.7
12936,2021,45697.900445685445,4.7
12936,2022,45677.557899315,3.5
12936,2023,46233.36775736493,3.5
12936,2024,48648.867842368825,3.5
12936,2025,48648.867842368825,3.5
12936,2026,48648.867842368825,3.5
12937,2012,38641.76978024123,9.7
12937,2013,39125.458620074176,9.1
12937,2014,38096.23297247633,7.3
12937,2015,37897.83200032479,6.5
12937,2016,38464.1270994832,5.8
12937,2017,39152.2506982093,6.1
12937,2018,38985.05114083399,5.2
12937,2019,40146.58164332009,4.8
12937,2020,39316.45783948527,8.2
12937,2021,41334.03850674188,4.9
12937,2022,43697.77739190832,3.7
12937,2023,44310.03111764197,3.7
12937,2024,44994.79675487406,3.8
12937,2025,44994.79675487406,3.8
12937,2026,44994.79675487406,3.8
12939,2012,38641.76978024123,9.7
12939,2013,39125.458620074176,9.1
12939,2014,38096.23297247633,7.3
12939,2015,37897.83200032479,6.5
12939,2016,38464.1270994832,5.8
12939,2017,39152.2506982093,6.1
12939,2018,38985.05114083399,5.2
12939,2019,40146.58164332009,4.8
12939,2020,39316.45783948527,8.2
12939,2021,41334.03850674188,4.9
12939,2022,43697.77739190832,3.7
12939,2023,44310.03111764197,3.7
12939,2024,44994.79675487406,3.8
12939,2025,44994.79675487406,3.8
12939,2026,44994.79675487406,3.8
12941,2012,42574.84799507427,9.7
12941,2013,43832.52464770557,8.5
12941,2014,42849.00418062372,6.9
12941,2015,42054.51260702223,6.0
12941,2016,42896.8833153305,5.3
12941,2017,41877.27693324521,5.3
12941,2018,42498.27384746123,4.7
12941,2019,43378.718964041094,4.4
12941,2020,42828.17528427376,7.7
12941,2021,45697.900445685445,4.7
12941,2022,45677.557899315,3.5
12941,2023,46233.36775736493,3.5
12941,2024,48648.867842368825,3.5
12941,2025,48648.867842368825,3.5
12941,2026,48648.867842368825,3.5
12942,2012,42574.84799507427,9.7
12942,2013,43832.52464770557,8.5
12942,2014,42849.00418062372,6.9
12942,2015,42054.51260702223,6.0
12942,2016,42896.8833153305,5.3
12942,2017,41877.27693324521,5.3
12942,2018,42498.27384746123,4.7
12942,2019,43378.718964041094,4.4
12942,2020,42828.17528427376,7.7
12942,2021,45697.900445685445,4.7
12942,2022,45677.557899315,3.5
12942,2023,46233.36775736493,3.5
12942,2024,48648.867842368825,3.5
12942,2025,48648.867842368825,3.5
12942,2026,48648.867842368825,3.5
12943,2012,42574.84799507427,9.7
12943,2013,43832.52464770557,8.5
12943,2014,42849.00418062372,6.9
12943,2015,42054.51260702223,6.0
12943,2016,42896.8833153305,5.3
12943,2017,41877.27693324521,5.3
12943,2018,42498.27384746123,4.7
12943,2019,43378.718964041094,4.4
12943,2020,42828.17528427376,7.7
12943,2021,45697.900445685445,4.7
12943,2022,45677.557899315,3.5
12943,2023,46233.36775736493,3.5
12943,2024,48648.867842368825,3.5
12943,2025,48648.867842368825,3.5
12943,2026,48648.867842368825,3.5
12944,2012,44159.05024768009,9.653839999999999
12944,2013,45171.82633907997,8.5
12944,2014,44463.569152561366,6.76152
12944,2015,44596.64934481813,5.90768
12944,2016,44938.24432693294,5.34616
12944,2017,44152.197407824184,5.25384
12944,2018,44037.72299189625,4.515359999999999
12944,2019,44554.033802844766,4.30768
12944,2020,43548.27480042551,7.74616
12944,2021,45579.75953187129,4.7
12944,2022,46165.91688367883,3.4538399999999996
12944,2023,46850.65763203299,3.4538399999999996
12944,2024,48598.138210710924,3.59232
12944,2025,48598.138210710924,3.59232
12944,2026,48598.138210710924,3.59232
12945,2012,38641.76978024123,9.7
12945,2013,39125.458620074176,9.1
12945,2014,38096.23297247633,7.3
12945,2015,37897.83200032479,6.5
12945,2016,38464.1270994832,5.8
12945,2017,39152.2506982093,6.1
12945,2018,38985.05114083399,5.2
12945,2019,40146.58164332009,4.8
12945,2020,39316.45783948527,8.2
12945,2021,41334.03850674188,4.9
12945,2022,43697.77739190832,3.7
12945,2023,44310.03111764197,3.7
12945,2024,44994.79675487406,3.8
12945,2025,44994.79675487406,3.8
12945,2026,44994.79675487406,3.8
12946,2012,42574.84799507427,9.7
12946,2013,43832.52464770557,8.5
12946,2014,42849.00418062372,6.9
12946,2015,42054.51260702223,6.0
12946,2016,42896.8833153305,5.3
12946,2017,41877.27693324521,5.3
12946,2018,42498.27384746123,4.7
12946,2019,43378.718964041094,4.4
12946,2020,42828.17528427376,7.7
12946,2021,45697.900445685445,4.7
12946,2022,45677.557899315,3.5
12946,2023,46233.36775736493,3.5
12946,2024,48648.867842368825,3.5
12946,2025,48648.867842368825,3.5
12946,2026,48648.867842368825,3.5
12950,2012,42574.84799507427,9.7
12950,2013,43832.52464770557,8.5
12950,2014,42849.00418062372,6.9
12950,2015,42054.51260702223,6.0
12950,2016,42896.8833153305,5.3
12950,2017,41877.27693324521,5.3
12950,2018,42498.27384746123,4.7
12950,2019,43378.718964041094,4.4
12950,2020,42828.17528427376,7.7
12950,2021,45697.900445685445,4.7
12950,2022,45677.557899315,3.5
12950,2023,46233.36775736493,3.5
12950,2024,48648.867842368825,3.5
12950,2025,48648.867842368825,3.5
12950,2026,48648.867842368825,3.5
12952,2012,46006.82861163801,9.6
12952,2013,46733.9581212203,8.5
12952,2014,46346.7619187902,6.6
12952,2015,47561.74124176205,5.8
12952,2016,47319.2425259077,5.4
12952,2017,46805.614183199665,5.2
12952,2018,45833.30232327367,4.3
12952,2019,45924.89495798319,4.2
12952,2020,44388.1829015869,7.8
12952,2021,45441.9625908021,4.7
12952,2022,46735.527969427276,3.4
12952,2023,47570.65084806697,3.4
12952,2024,48538.968293716534,3.7
12952,2025,48538.968293716534,3.7
12952,2026,48538.968293716534,3.7
12953,2012,38641.76978024123,9.7
12953,2013,39125.458620074176,9.1
12953,2014,38096.23297247633,7.3
12953,2015,37897.83200032479,6.5
12953,2016,38464.1270994832,5.8
12953,2017,39152.2506982093,6.1
12953,2018,38985.05114083399,5.2
12953,2019,40146.58164332009,4.8
12953,2020,39316.45783948527,8.2
12953,2021,41334.03850674188,4.9
12953,2022,43697.77739190832,3.7
12953,2023,44310.03111764197,3.7
12953,2024,44994.79675487406,3.8
12953,2025,44994.79675487406,3.8
12953,2026,44994.79675487406,3.8
12955,2012,46006.82861163801,9.6
12955,2013,46733.9581212203,8.5
12955,2014,46346.7619187902,6.6
12955,2015,47561.74124176205,5.8
12955,2016,47319.2425259077,5.4
12955,2017,46805.614183199665,5.2
12955,2018,45833.30232327367,4.3
12955,2019,45924.89495798319,4.2
12955,2020,44388.1829015869,7.8
12955,2021,45441.9625908021,4.7
12955,2022,46735.527969427276,3.4
12955,2023,47570.65084806697,3.4
12955,2024,48538.968293716534,3.7
12955,2025,48538.968293716534,3.7
12955,2026,48538.968293716534,3.7
12956,2012,42574.84799507427,9.7
12956,2013,43832.52464770557,8.5
12956,2014,42849.00418062372,6.9
12956,2015,42054.51260702223,6.0
12956,2016,42896.8833153305,5.3
12956,2017,41877.27693324521,5.3
12956,2018,42498.27384746123,4.7
12956,2019,43378.718964041094,4.4
12956,2020,42828.17528427376,7.7
12956,2021,45697.900445685445,4.7
12956,2022,45677.557899315,3.5
12956,2023,46233.36775736493,3.5
12956,2024,48648.867842368825,3.5
12956,2025,48648.867842368825,3.5
12956,2026,48648.867842368825,3.5
12957,2012,38641.76978024123,9.7
12957,2013,39125.458620074176,9.1
12957,2014,38096.23297247633,7.3
12957,2015,37897.83200032479,6.5
12957,2016,38464.1270994832,5.8
12957,2017,39152.2506982093,6.1
12957,2018,38985.05114083399,5.2
12957,2019,40146.58164332009,4.8
12957,2020,39316.45783948527,8.2
12957,2021,41334.03850674188,4.9
12957,2022,43697.77739190832,3.7
12957,2023,44310.03111764197,3.7
12957,2024,44994.79675487406,3.8
12957,2025,44994.79675487406,3.8
12957,2026,44994.79675487406,3.8
12958,2012,46006.82861163801,9.6
12958,2013,46733.9581212203,8.5
12958,2014,46346.7619187902,6.6
12958,2015,47561.74124176205,5.8
12958,2016,47319.2425259077,5.4
12958,2017,46805.614183199665,5.2
12958,2018,45833.30232327367,4.3
12958,2019,45924.89495798319,4.2
12958,2020,44388.1829015869,7.8
12958,2021,45441.9625908021,4.7
12958,2022,46735.527969427276,3.4
12958,2023,47570.65084806697,3.4
12958,2024,48538.968293716534,3.7
12958,2025,48538.968293716534,3.7
12958,2026,48538.968293716534,3.7
12959,2012,46006.82861163801,9.6
12959,2013,46733.9581212203,8.5
12959,2014,46346.7619187902,6.6
12959,2015,47561.74124176205,5.8
12959,2016,47319.2425259077,5.4
12959,2017,46805.614183199665,5.2
12959,2018,45833.30232327367,4.3
12959,2019,45924.89495798319,4.2
12959,2020,44388.1829015869,7.8
12959,2021,45441.9625908021,4.7
12959,2022,46735.527969427276,3.4
12959,2023,47570.65084806697,3.4
12959,2024,48538.968293716534,3.7
12959,2025,48538.968293716534,3.7
12959,2026,48538.968293716534,3.7
12960,2012,42574.84799507427,9.7
12960,2013,43832.52464770557,8.5
12960,2014,42849.00418062372,6.9
12960,2015,42054.51260702223,6.0
12960,2016,42896.8833153305,5.3
12960,2017,41877.27693324521,5.3
12960,2018,42498.27384746123,4.7
12960,2019,43378.718964041094,4.4
12960,2020,42828.17528427376,7.7
12960,2021,45697.900445685445,4.7
12960,2022,45677.557899315,3.5
12960,2023,46233.36775736493,3.5
12960,2024,48648.867842368825,3.5
12960,2025,48648.867842368825,3.5
12960,2026,48648.867842368825,3.5
12961,2012,42574.84799507427,9.7
12961,2013,43832.52464770557,8.5
12961,2014,42849.00418062372,6.9
12961,2015,42054.51260702223,6.0
12961,2016,42896.8833153305,5.3
12961,2017,41877.27693324521,5.3
12961,2018,42498.27384746123,4.7
12961,2019,43378.718964041094,4.4
12961,2020,42828.17528427376,7.7
12961,2021,45697.900445685445,4.7
12961,2022,45677.557899315,3.5
12961,2023,46233.36775736493,3.5
12961,2024,48648.867842368825,3.5
12961,2025,48648.867842368825,3.5
12961,2026,48648.867842368825,3.5
12962,2012,46006.82861163801,9.6
12962,2013,46733.9581212203,8.5
12962,2014,46346.7619187902,6.6
12962,2015,47561.74124176205,5.8
12962,2016,47319.2425259077,5.4
12962,2017,46805.614183199665,5.2
12962,2018,45833.30232327367,4.3
12962,2019,45924.89495798319,4.2
12962,2020,44388.1829015869,7.8
12962,2021,45441.9625908021,4.7
12962,2022,46735.527969427276,3.4
12962,2023,47570.65084806697,3.4
12962,2024,48538.968293716534,3.7
12962,2025,48538.968293716534,3.7
12962,2026,48538.968293716534,3.7
12964,2012,42574.84799507427,9.7
12964,2013,43832.52464770557,8.5
12964,2014,42849.00418062372,6.9
12964,2015,42054.51260702223,6.0
12964,2016,42896.8833153305,5.3
12964,2017,41877.27693324521,5.3
12964,2018,42498.27384746123,4.7
12964,2019,43378.718964041094,4.4
12964,2020,42828.17528427376,7.7
12964,2021,45697.900445685445,4.7
12964,2022,45677.557899315,3.5
12964,2023,46233.36775736493,3.5
12964,2024,48648.867842368825,3.5
12964,2025,48648.867842368825,3.5
12964,2026,48648.867842368825,3.5
12965,2012,40884.44227440188,10.4
12965,2013,42175.718138847595,9.4
12965,2014,43492.11339561637,7.8
12965,2015,42289.795403562195,7.3
12965,2016,43033.50541185436,6.5
12965,2017,44347.41826874823,6.4
12965,2018,42901.04770865113,5.4
12965,2019,43140.00588105565,5.2
12965,2020,43418.316763133844,7.7
12965,2021,43632.4755413363,5.1
12965,2022,44771.66185551601,4.1
12965,2023,46409.92438651888,4.3
12965,2024,48500.96988643854,4.6
12965,2025,48500.96988643854,4.6
12965,2026,48500.96988643854,4.6
12966,2012,38641.76978024123,9.7
12966,2013,39125.458620074176,9.1
12966,2014,38096.23297247633,7.3
12966,2015,37897.83200032479,6.5
12966,2016,38464.1270994832,5.8
12966,2017,39152.2506982093,6.1
12966,2018,38985.05114083399,5.2
12966,2019,40146.58164332009,4.8
12966,2020,39316.45783948527,8.2
12966,2021,41334.03850674188,4.9
12966,2022,43697.77739190832,3.7
12966,2023,44310.03111764197,3.7
12966,2024,44994.79675487406,3.8
12966,2025,44994.79675487406,3.8
12966,2026,44994.79675487406,3.8
12967,2012,40862.912618457936,10.39328
12967,2013,42146.43564746736,9.397120000000001
12967,2014,43440.31294355422,7.7951999999999995
12967,2015,42247.63255489111,7.292319999999999
12967,2016,42989.639380055596,6.4932799999999995
12967,2017,44297.54466007106,6.39712
12967,2018,42863.45414160009,5.39808
12967,2019,43111.26900837339,5.19616
12967,2020,43378.93891746682,7.7048
12967,2021,43610.41054580419,5.0980799999999995
12967,2022,44761.35256466537,4.096159999999999
12967,2023,46389.765411137654,4.294239999999999
12967,2024,48467.31062437552,4.592319999999999
12967,2025,48467.31062437552,4.592319999999999
12967,2026,48467.31062437552,4.592319999999999
12969,2012,38641.76978024123,9.7
12969,2013,39125.458620074176,9.1
12969,2014,38096.23297247633,7.3
12969,2015,37897.83200032479,6.5
12969,2016,38464.1270994832,5.8
12969,2017,39152.2506982093,6.1
12969,2018,38985.05114083399,5.2
12969,2019,40146.58164332009,4.8
12969,2020,39316.45783948527,8.2
12969,2021,41334.03850674188,4.9
12969,2022,43697.77739190832,3.7
12969,2023,44310.03111764197,3.7
12969,2024,44994.79675487406,3.8
12969,2025,44994.79675487406,3.8
12969,2026,44994.79675487406,3.8
12970,2012,38641.76978024123,9.7
12970,2013,39125.458620074176,9.1
12970,2014,38096.23297247633,7.3
12970,2015,37897.83200032479,6.5
12970,2016,38464.1270994832,5.8
12970,2017,39152.2506982093,6.1
12970,2018,38985.05114083399,5.2
12970,2019,40146.58164332009,4.8
12970,2020,39316.45783948527,8.2
12970,2021,41334.03850674188,4.9
12970,2022,43697.77739190832,3.7
12970,2023,44310.03111764197,3.7
12970,2024,44994.79675487406,3.8
12970,2025,44994.79675487406,3.8
12970,2026,44994.79675487406,3.8
12972,2012,46006.82861163801,9.6
12972,2013,46733.9581212203,8.5
12972,2014,46346.7619187902,6.6
12972,2015,47561.74124176205,5.8
12972,2016,47319.2425259077,5.4
12972,2017,46805.614183199665,5.2
12972,2018,45833.30232327367,4.3
12972,2019,45924.89495798319,4.2
12972,2020,44388.1829015869,7.8
12972,2021,45441.9625908021,4.7
12972,2022,46735.527969427276,3.4
12972,2023,47570.65084806697,3.4
12972,2024,48538.968293716534,3.7
12972,2025,48538.968293716534,3.7
12972,2026,48538.968293716534,3.7
12973,2012,40884.44227440188,10.4
12973,2013,42175.718138847595,9.4
12973,2014,43492.11339561637,7.8
12973,2015,42289.795403562195,7.3
12973,2016,43033.50541185436,6.5
12973,2017,44347.41826874823,6.4
12973,2018,42901.04770865113,5.4
12973,2019,43140.00588105565,5.2
12973,2020,43418.316763133844,7.7
12973,2021,43632.4755413363,5.1
12973,2022,44771.66185551601,4.1
12973,2023,46409.92438651888,4.3
12973,2024,48500.96988643854,4.6
12973,2025,48500.96988643854,4.6
12973,2026,48500.96988643854,4.6
12974,2012,42574.84799507427,9.7
12974,2013,43832.52464770557,8.5
12974,2014,42849.00418062372,6.9
12974,2015,42054.51260702223,6.0
12974,2016,42896.8833153305,5.3
12974,2017,41877.27693324521,5.3
12974,2018,42498.27384746123,4.7
12974,2019,43378.718964041094,4.4
12974,2020,42828.17528427376,7.7
12974,2021,45697.900445685445,4.7
12974,2022,45677.557899315,3.5
12974,2023,46233.36775736493,3.5
12974,2024,48648.867842368825,3.5
12974,2025,48648.867842368825,3.5
12974,2026,48648.867842368825,3.5
12975,2012,42574.84799507427,9.7
12975,2013,43832.52464770557,8.5
12975,2014,42849.00418062372,6.9
12975,2015,42054.51260702223,6.0
12975,2016,42896.8833153305,5.3
12975,2017,41877.27693324521,5.3
12975,2018,42498.27384746123,4.7
12975,2019,43378.718964041094,4.4
12975,2020,42828.17528427376,7.7
12975,2021,45697.900445685445,4.7
12975,2022,45677.557899315,3.5
12975,2023,46233.36775736493,3.5
12975,2024,48648.867842368825,3.5
12975,2025,48648.867842368825,3.5
12975,2026,48648.867842368825,3.5
12976,2012,38641.76978024123,9.7
12976,2013,39125.458620074176,9.1
12976,2014,38096.23297247633,7.3
12976,2015,37897.83200032479,6.5
12976,2016,38464.1270994832,5.8
12976,2017,39152.2506982093,6.1
12976,2018,38985.05114083399,5.2
12976,2019,40146.58164332009,4.8
12976,2020,39316.45783948527,8.2
12976,2021,41334.03850674188,4.9
12976,2022,43697.77739190832,3.7
